Feature_1,Feature_2
-0.05417943487329512,0.7585726605430331
0.03138318503441478,0.6814849232144522
0.28666275949339864,0.6021106490988124
-0.15678051214207556,1.0444591216082681
0.45659633921110954,0.6876351321885465
0.14504069900635033,0.6389524956473819
0.00032093162572879223,0.6997246859043585
0.48070256155515073,0.681422492472324
-0.1242038267703115,1.0776682580994439
0.5192810958348698,0.7399324373087999
0.1813640080962987,0.9446522805872407
0.1369445078347395,0.9689734509799963
0.09495051124997085,1.0139035076071616
0.5679372684708736,0.903246225508406
0.3626704333396328,0.6198081455980641
0.05178901967275404,1.023675511227789
0.4058452480307143,0.6438655641258234
-0.250225243536,1.0401039564402117
0.24110677326328034,0.843552908437183
-0.09948541041973107,1.059438129744057
0.11649391497266079,0.982039622190817
-0.039669645407450604,1.0584496057245276
0.05249807857241693,1.0675382450538284
0.20049640650288506,0.9237339846615635
0.03579142257281178,0.6590207890543925
0.4973682546831861,0.668121679901803
0.20031302792070546,0.8985436592417949
0.22395893550916868,0.7818394808399358
0.271761893817039,0.614025876378008
-0.29968639368506433,0.9006577459563114
-0.3983357298933979,0.8016775474695809
0.563738139644619,0.9054891667334404
0.1669144817964897,0.98477185672492
0.5608896385011368,0.9178513809192682
0.17900184006079597,0.5945711696886897
-0.33417694010691507,0.9364676218169623
0.5631791957545421,0.8307731983823088
0.5613800441613409,0.8331195138215857
0.03565452643342782,1.0436481450740394
1.5154256099260931e-05,0.7043554048644007
-0.3917690275162369,0.7726888158345846
-0.04799240683804638,0.7342871364695818
-0.13507423552220177,1.066296316810375
-0.07722580089571826,0.8882732173713342
-0.3973431082542717,0.8114555191855156
0.12316354423187215,0.9924899955804195
0.3695692531989147,0.6398753207875391
-0.3859260377527279,0.8692011586570051
-0.061301764092491086,0.9082448624861598
-0.2720441696809188,1.009403065363775
-0.05455833952148182,0.8156447941749942
-0.4075120288662038,0.814254505648517
0.43915862227802477,0.6775707236870602
0.2089925463174166,0.9259874222229832
0.5370584305098228,0.7896076970711381
0.24506683495413822,0.5956432216959902
0.2735248573674728,0.613611467748717
-0.37146130513266673,0.9043190246241819
-0.05489402924479299,1.0497709361233443
0.5032038055088343,0.720621505803594
-0.361520558740914,0.8833359914911051
0.2232898020450634,0.9291770525209613
0.14065620266074944,0.6214550222920869
0.5423814994441694,0.8115229131904519
0.08148122134910978,0.6645225700389165
-0.32475369160369694,0.9294659336236332
0.22439292703638772,0.648224772353508
0.15060286030088904,0.6214142592463039
0.00884803123070828,0.7480910026787332
0.21775019877191293,0.8985288342762192
-0.23013421853373453,1.001374960741536
0.5172439207254588,0.8003340146859533
-0.27685454760419087,0.991505008676641
-0.03601474513671706,0.7725729208357985
0.5149767548450783,0.6986311066668287
-0.09913002628679803,1.054157706152139
-0.38057144968776974,0.786492246214151
-0.007062455085618779,1.0173988571139372
0.0023148448316770527,1.0561657628609034
0.589761706723927,0.8440011780732672
-0.3767767309784921,0.9101866361252714
0.2280985347252406,0.7929817367930696
0.4073017114087688,0.6258575204687709
-0.1578394588626766,1.0409553621027812
-0.22854319641004925,0.9843966002191937
0.3275959174671336,0.6284421910175276
-0.4124026962091754,0.780119315448927
-0.07461309373043142,0.8838065185020327
0.47249424355708547,0.7020074542766289
0.1642034501567922,0.9552678084376142
-0.06342254247780996,0.8215160485476884
0.1569560185024673,0.6175954195464659
-0.37775193333155904,0.7301184038170219
-0.09576252059704232,1.0375924320227465
0.16145425373918249,0.6173601040625077
0.09530952617725577,0.6417807417658458
0.11490868325842704,1.005671419543584
-0.25540021398459334,0.9779294015255463
0.2419589013860288,0.7815397887832918
0.11066119252658874,0.6280753663879
0.5311127318828601,0.761335958266715
0.012823297173181166,0.6798960769622585
-0.38851121697055824,0.8306516843342429
-0.06037670060289057,0.828017668611339
-0.009395490310742624,0.7154105307668763
0.2549332245815008,0.8061750180248496
-0.286571379649686,0.9856013116647651
0.26195873594262703,0.5927993388829841
0.12811955395440433,0.9677961998602139
0.22188885154239532,0.7836067581754557
0.04696391582522541,0.6466969641037259
0.16217018551722304,0.598460726712764
0.06815204365265899,0.6451041006733989
0.5383529712722553,0.7067966926759779
-0.10397829092110152,0.8859626239551922
-0.20623858904294845,1.023921473248006
0.06497990685498736,1.0445226430652181
-0.29349991517203755,0.9552375398177071
-0.057076677944905375,0.7773103976313884
-0.38027453973585756,0.9046407242217068
0.05614445285007327,1.0266830574688337
-0.01980226421462568,0.8059848711952194
0.21255410084411255,0.8883370455654167
-0.3454446493919827,0.9039495809177568
0.3011338266419597,0.621947029239152
-0.00993335170317364,1.0617745832788459
0.3370786666125053,0.581798428694293
0.23868241491641204,0.810744118097957
0.17082040699787512,0.6205932519222029
0.0076594235076499016,1.027385679432162
-0.278753801082724,0.9600053759829078
0.234905671490455,0.8425357068421738
-0.1630979586477977,1.0302898414386152
0.27809915481399733,0.6113531608573864
-0.055447279080230095,0.8086897500709385
0.5016259880296143,0.7089840428581162
-0.061977538690694736,1.068767790916358
-0.18971787390018094,1.0429593501620515
0.5533057910256363,0.7902393840364572
0.5985912241178171,0.8430682260801193
